Simulation,Days,Duplicate Stars,Total Cards,Avg Cards/Day,Unique Cards,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Card 30,Card 31,Card 32,Card 33,Card 34,Card 35,Card 36,Card 37,Card 38,Card 39,Card 40,Card 41,Card 42,Card 43,Card 44,Card 45,Card 46,Card 47,Card 48,Card 49,Card 50,Card 51,Card 52,Card 53,Card 54,Card 55,Card 56,Card 57,Card 58,Card 59,Card 60,Card 61,Card 62,Card 63,Card 64,Card 65,Card 66,Card 67,Card 68,Card 69,Card 70,Card 71,Card 72
1,60,551,426,7.1,62,13,13,12,12,11,13,17,15,14,4,6,2,16,17,10,19,13,9,14,3,4,2,3,1,13,15,15,10,11,7,3,4,1,4,0,0,7,4,5,7,7,5,11,7,1,5,2,2,0,1,0,0,1,0,5,4,2,2,4,2,2,4,3,2,1,0,0,2,0,0,1,1
