Simulation,Days,Duplicate Stars,Total Cards,Avg Cards/Day,Unique Cards,Room 1 Day,Room 2 Day,Room 3 Day,Room 4 Day,Room 5 Day,Room 6 Day
1,60,580,426,7.1,65,12,20,0,0,0,0
