Simulation,Days,Duplicate Stars,Daily Cards,Card1,Card2,Card3,Card4,Card5,Card6,Card7,Card8,Card9,Card10,Card11,Card12,Card13,Card14,Card15,Card16,Card17,Card18,Card19,Card20,Card21,Card22,Card23,Card24,Card25,Card26,Card27,Card28,Card29,Card30,Card31,Card32,Card33,Card34,Card35,Card36,Card37,Card38,Card39,Card40,Card41,Card42,Card43,Card44,Card45,Card46,Card47,Card48,Card49,Card50,Card51,Card52,Card53,Card54,Card55,Card56,Card57,Card58,Card59,Card60,Card61,Card62,Card63,Card64,Card65,Card66,Card67,Card68,Card69,Card70,Card71,Card72,Card1 Daily,Card2 Daily,Card3 Daily,Card4 Daily,Card5 Daily,Card6 Daily,Card7 Daily,Card8 Daily,Card9 Daily,Card10 Daily,Card11 Daily,Card12 Daily,Card13 Daily,Card14 Daily,Card15 Daily,Card16 Daily,Card17 Daily,Card18 Daily,Card19 Daily,Card20 Daily,Card21 Daily,Card22 Daily,Card23 Daily,Card24 Daily,Card25 Daily,Card26 Daily,Card27 Daily,Card28 Daily,Card29 Daily,Card30 Daily,Card31 Daily,Card32 Daily,Card33 Daily,Card34 Daily,Card35 Daily,Card36 Daily,Card37 Daily,Card38 Daily,Card39 Daily,Card40 Daily,Card41 Daily,Card42 Daily,Card43 Daily,Card44 Daily,Card45 Daily,Card46 Daily,Card47 Daily,Card48 Daily,Card49 Daily,Card50 Daily,Card51 Daily,Card52 Daily,Card53 Daily,Card54 Daily,Card55 Daily,Card56 Daily,Card57 Daily,Card58 Daily,Card59 Daily,Card60 Daily,Card61 Daily,Card62 Daily,Card63 Daily,Card64 Daily,Card65 Daily,Card66 Daily,Card67 Daily,Card68 Daily,Card69 Daily,Card70 Daily,Card71 Daily,Card72 Daily
1,42,343,14,11,6,5,2,4,3,8,9,7,4,3,1,18,13,6,10,9,12,11,8,3,3,3,1,14,15,4,6,8,7,4,5,1,2,0,1,2,7,4,7,7,2,5,3,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,370,14,11,8,5,3,4,3,8,10,7,4,3,1,19,14,6,10,9,12,11,8,3,3,3,1,14,16,4,6,9,8,5,5,1,2,0,1,2,7,4,9,7,2,5,3,2,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,383,8,12,8,5,3,4,3,8,11,8,5,4,1,19,14,6,10,9,12,11,8,3,3,3,1,14,17,4,7,9,8,5,5,1,2,0,1,2,8,4,9,7,2,5,3,2,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,390,14,13,9,5,3,4,3,8,11,8,5,4,1,19,14,6,10,10,12,11,8,3,3,3,1,14,17,4,7,9,8,5,5,1,2,0,1,2,8,4,10,7,3,5,3,2,0,0,2,1,0,0,3,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0
1,46,400,8,13,11,5,3,4,3,8,11,8,5,4,1,19,14,6,10,10,12,11,8,3,3,3,1,14,17,4,7,10,8,5,5,1,2,0,1,2,8,4,10,7,4,5,3,2,0,0,2,1,0,0,3,2,0,0,1,1,0,0,0,1,1,1,0,1,2,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,47,417,14,14,12,5,3,4,3,8,11,9,5,4,1,19,14,6,10,10,12,11,8,3,3,3,1,14,17,4,7,10,8,5,6,1,2,0,1,2,8,4,10,7,4,5,3,2,0,0,2,1,0,0,3,2,0,0,3,2,1,2,1,2,1,1,0,1,3,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0
1,48,428,8,16,12,5,3,4,3,8,11,9,5,4,1,19,14,6,10,10,12,11,8,3,3,3,1,15,17,5,7,10,8,5,6,1,2,0,1,2,8,4,10,7,4,5,3,2,0,0,2,1,0,0,3,2,0,0,4,2,1,2,2,4,1,1,0,1,3,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
1,49,437,6,16,12,5,3,4,3,8,11,9,5,4,1,19,14,6,10,10,12,11,8,3,3,3,1,15,17,5,7,10,8,5,6,1,2,0,1,2,8,4,10,7,4,5,4,2,0,0,2,1,0,0,3,2,0,1,4,3,1,3,2,6,1,1,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
1,50,445,6,16,12,5,4,4,3,9,12,9,5,4,1,19,14,6,10,10,12,12,8,3,3,3,1,15,17,5,7,10,8,5,6,1,2,0,1,2,8,4,10,7,4,5,4,2,0,0,2,1,0,0,3,2,0,1,4,3,1,3,2,6,2,1,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,51,456,8,16,13,6,5,4,3,9,12,9,5,4,1,19,14,6,10,10,12,12,8,3,3,3,1,15,18,6,7,10,8,5,6,1,2,0,1,2,8,4,10,7,4,5,5,2,0,0,2,1,0,0,3,2,0,2,4,3,1,3,2,7,2,1,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,52,465,6,16,14,6,7,4,4,9,13,9,5,4,1,19,14,6,10,10,12,12,8,3,3,3,1,15,18,6,7,10,8,5,6,1,2,0,1,2,8,4,10,7,4,5,5,2,0,0,2,1,0,0,3,2,0,2,4,3,1,3,2,7,3,1,1,1,3,1,1,1,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,53,472,4,16,14,6,7,4,4,10,13,9,5,4,1,19,14,6,10,10,12,12,8,3,3,3,1,15,18,6,7,10,8,5,6,1,2,0,1,2,8,4,10,7,4,5,5,2,0,0,2,1,0,0,3,2,0,2,5,3,1,3,2,7,4,1,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,54,499,16,17,15,7,8,5,5,10,13,9,5,4,1,19,14,6,10,11,12,12,8,3,3,3,1,15,18,6,7,10,8,5,7,1,2,0,1,2,8,5,11,8,4,5,5,2,0,0,2,1,0,0,3,2,0,2,5,3,1,3,2,8,4,2,2,2,3,1,2,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
1,55,510,8,17,15,7,10,5,5,11,14,9,5,4,1,21,15,6,10,11,12,12,8,3,3,3,1,15,18,6,7,10,8,5,7,1,2,0,1,2,8,5,11,8,4,6,5,2,0,0,2,1,0,0,3,2,0,2,5,3,1,3,2,8,4,2,2,2,3,1,2,1,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,56,533,10,17,15,8,10,5,5,11,16,9,8,5,1,21,15,6,10,11,12,12,8,3,3,3,1,15,18,6,7,10,8,5,7,1,2,0,1,2,8,5,11,8,4,6,5,2,0,0,3,1,0,0,3,2,0,2,5,3,1,3,2,8,4,2,2,2,4,1,2,2,1,1,0,0,0,1,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,57,548,6,17,15,8,11,6,5,12,16,9,8,7,1,21,15,6,10,11,12,12,8,3,3,3,1,15,18,6,7,10,8,5,7,1,2,0,1,2,8,5,11,8,4,6,5,2,0,0,3,1,0,0,3,2,0,2,5,3,1,3,2,8,4,2,2,2,4,1,2,2,1,2,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,58,554,4,17,15,8,11,6,5,12,17,10,8,7,1,21,16,6,10,11,12,12,8,3,3,3,1,15,18,6,7,10,8,5,7,1,2,0,1,2,8,5,11,8,4,6,5,2,0,0,3,1,0,0,3,2,0,2,5,3,1,4,2,8,4,2,2,2,4,1,2,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,59,570,8,18,15,8,12,6,6,13,17,10,8,7,2,22,16,6,10,11,12,12,8,3,3,3,1,15,18,6,7,10,8,5,7,1,2,0,1,2,8,5,11,8,4,7,5,2,0,0,3,1,0,0,3,2,0,2,5,3,1,4,2,8,4,2,2,2,4,1,3,2,1,2,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,60,580,8,20,15,8,12,7,8,13,17,10,8,7,2,23,16,6,11,11,12,12,8,4,3,3,1,15,18,6,7,10,8,5,7,1,2,0,1,2,8,5,11,8,4,7,5,2,0,0,3,1,0,0,3,2,0,2,5,3,1,4,2,8,4,2,2,2,4,1,3,2,1,2,0,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
