Simulation,Days,Duplicate Stars,Total Cards,Avg Cards/Day,Unique Cards,Room 1 Day,Room 2 Day,Room 3 Day,Room 4 Day,Room 5 Day,Room 6 Day,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Card 30,Card 31,Card 32,Card 33,Card 34,Card 35,Card 36,Card 37,Card 38,Card 39,Card 40,Card 41,Card 42,Card 43,Card 44,Card 45,Card 46,Card 47,Card 48,Card 49,Card 50,Card 51,Card 52,Card 53,Card 54,Card 55,Card 56,Card 57,Card 58,Card 59,Card 60,Card 61,Card 62,Card 63,Card 64,Card 65,Card 66,Card 67,Card 68,Card 69,Card 70,Card 71,Card 72
1,60,533,426,7.1,64,35,0,0,0,0,0,20,14,14,8,9,9,17,12,10,15,1,0,20,20,12,20,10,7,18,2,4,0,1,1,10,10,12,9,5,9,5,2,1,1,0,0,4,13,6,9,8,5,8,3,4,6,3,3,2,2,0,1,2,2,2,3,4,4,0,3,7,1,1,1,1,2,2,1,3,0,0,2
